@relation metaInstances

@attribute task_id numeric
@attribute DefaultAccuracy numeric
@attribute Dimensionality numeric
@attribute MajorityClassPercentage numeric
@attribute MajorityClassSize numeric
@attribute MinorityClassPercentage numeric
@attribute MinorityClassSize numeric
@attribute NumberOfBinaryFeatures numeric
@attribute NumberOfClasses numeric
@attribute NumberOfFeatures numeric
@attribute NumberOfInstances numeric
@attribute NumberOfInstancesWithMissingValues numeric
@attribute NumberOfMissingValues numeric
@attribute NumberOfNumericFeatures numeric
@attribute NumberOfSymbolicFeatures numeric
@attribute PercentageOfBinaryFeatures numeric
@attribute PercentageOfInstancesWithMissingValues numeric
@attribute PercentageOfMissingValues numeric
@attribute PercentageOfNumericFeatures numeric
@attribute PercentageOfSymbolicFeatures numeric
@attribute MeanMeansOfNumericAtts numeric
@attribute MeanStdDevOfNumericAtts numeric
@attribute MeanKurtosisOfNumericAtts numeric
@attribute MeanSkewnessOfNumericAtts numeric
@attribute MinMeansOfNumericAtts numeric
@attribute MinStdDevOfNumericAtts numeric
@attribute MinKurtosisOfNumericAtts numeric
@attribute MinSkewnessOfNumericAtts numeric
@attribute MaxMeansOfNumericAtts numeric
@attribute MaxStdDevOfNumericAtts numeric
@attribute MaxKurtosisOfNumericAtts numeric
@attribute MaxSkewnessOfNumericAtts numeric
@attribute Quartile1MeansOfNumericAtts numeric
@attribute Quartile1StdDevOfNumericAtts numeric
@attribute Quartile1KurtosisOfNumericAtts numeric
@attribute Quartile1SkewnessOfNumericAtts numeric
@attribute Quartile2MeansOfNumericAtts numeric
@attribute Quartile2StdDevOfNumericAtts numeric
@attribute Quartile2KurtosisOfNumericAtts numeric
@attribute Quartile2SkewnessOfNumericAtts numeric
@attribute Quartile3MeansOfNumericAtts numeric
@attribute Quartile3StdDevOfNumericAtts numeric
@attribute Quartile3KurtosisOfNumericAtts numeric
@attribute Quartile3SkewnessOfNumericAtts numeric
@attribute ClassEntropy numeric
@attribute EquivalentNumberOfAtts numeric
@attribute NoiseToSignalRatio numeric
@attribute MeanAttributeEntropy numeric
@attribute MeanMutualInformation numeric
@attribute MinAttributeEntropy numeric
@attribute MinMutualInformation numeric
@attribute MaxAttributeEntropy numeric
@attribute MaxMutualInformation numeric
@attribute Quartile1AttributeEntropy numeric
@attribute Quartile1MutualInformation numeric
@attribute Quartile2AttributeEntropy numeric
@attribute Quartile2MutualInformation numeric
@attribute Quartile3AttributeEntropy numeric
@attribute Quartile3MutualInformation numeric
@attribute MaxNominalAttDistinctValues numeric
@attribute MinNominalAttDistinctValues numeric
@attribute MeanNominalAttDistinctValues numeric
@attribute StdvNominalAttDistinctValues numeric
@attribute DecisionStumpErrRate numeric
@attribute J48ErrRate numeric
@attribute JRipErrRate numeric
@attribute kNN_3NErrRate numeric
@attribute NaiveBayesErrRate numeric
@attribute NBTreeErrRate numeric
@attribute RandomTreeDepth3ErrRate numeric
@attribute REPTreeDepth3ErrRate numeric
@attribute SimpleLogisticErrRate numeric
@attribute DecisionStumpAUC numeric
@attribute J48AUC numeric
@attribute JRipAUC numeric
@attribute kNN_3NAUC numeric
@attribute NaiveBayesAUC numeric
@attribute NBTreeAUC numeric
@attribute RandomTreeDepth3AUC numeric
@attribute REPTreeDepth3AUC numeric
@attribute SimpleLogisticAUC numeric
@attribute DecisionStumpKappa numeric
@attribute J48Kappa numeric
@attribute JRipKappa numeric
@attribute kNN_3NKappa numeric
@attribute NaiveBayesKappa numeric
@attribute NBTreeKappa numeric
@attribute RandomTreeDepth3Kappa numeric
@attribute REPTreeDepth3Kappa numeric
@attribute SimpleLogisticKappa numeric

@data
38,0.425595,0.02381,42.559524,143,0.595238,2,0,8,8,336,0,0,7,1,0,0,0,87.5,12.5,0.499566,0.143729,51.026716,3.58404,0.495476,0.027277,-1.052888,-0.164968,0.501488,0.215751,330.008929,18.221194,0.499732,0.088495,-0.948239,0.062492,0.50003,0.148157,0.22813,0.411754,0.500179,0.209411,28.536536,5.526257,2.188746,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.354167,0.175595,0.157738,0.190476,0.14881,0.184524,0.196429,0.160714,0.14881,0.766434,0.918955,0.928024,0.879937,0.960367,0.92964,0.87866,0.932647,0.96995,0.449029,0.755814,0.782301,0.737192,0.795588,0.742044,0.73013,0.776942,0.793503
39,0.533654,0.293269,53.365385,111,46.634615,97,1,2,61,208,0,0,60,1,1.639344,0,0,98.360656,1.639344,0.281321,0.142238,2.168736,0.957919,0.006507,0.005031,-1.218525,-0.781323,0.702155,0.264121,20.100694,3.368989,0.05242,0.040453,-0.57934,0.445038,0.261763,0.146295,0.781298,0.93103,0.433585,0.237218,3.460977,1.676997,0.99673,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.307692,0.288462,0.259615,0.129808,0.331731,0.264423,0.274038,0.283654,0.264423,0.686403,0.775843,0.745287,0.861382,0.797727,0.774078,0.723089,0.749002,0.811647,0.378583,0.424195,0.474305,0.737668,0.346686,0.46562,0.447633,0.428997,0.467709
40,0.35514,0.046729,35.514019,76,0,0,0,7,10,214,0,0,9,1,0,0,0,90,10,11.265852,0.689541,9.591524,1.63715,0.057009,0.003037,-0.440717,-1.141788,72.650935,1.442408,53.128811,6.490418,0.336051,0.297329,2.253908,-0.136842,1.518365,0.652192,2.925657,1.61024,11.182407,1.119879,9.30276,2.706209,2.176534,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.551402,0.345794,0.336449,0.303738,0.5,0.303738,0.331776,0.336449,0.35514,0.674989,0.781997,0.789036,0.793873,0.768156,0.885543,0.776684,0.811362,0.818023,0.241135,0.534468,0.525133,0.585802,0.337883,0.579428,0.551151,0.535218,0.50266
41,0.1347,0.052709,13.469985,92,1.171303,8,16,19,36,683,121,2337,0,36,44.444444,17.715959,9.504636,0,100,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3.835508,7.508592,1.600927,1.328595,0.510816,0.381772,0.046818,2.693973,1.286925,0.989254,0.263699,1.197675,0.459967,1.68682,0.718795,7,2,2.828571,1.042782,0.720351,0.09224,0.074671,0.084919,0.073206,0.068814,0.175695,0.140556,0.064422,0.801068,0.980134,0.979197,0.977689,0.993848,0.988825,0.916364,0.981184,0.994761,0.194245,0.898691,0.918107,0.906827,0.919745,0.924574,0.806939,0.845424,0.929397
42,0.735294,0.013072,73.529412,225,26.470588,81,1,2,4,306,0,0,2,2,25,0,0,50,50,28.24183,8.996553,5.432939,1.554934,4.026144,7.189654,-0.607196,0.145548,52.457516,10.803452,11.473074,2.964321,4.026144,7.189654,-0.607196,0.145548,28.24183,8.996553,5.432939,1.554934,52.457516,10.803452,11.473074,2.964321,0.833765,23.20846,97.166234,3.526626,0.035925,3.526626,0.035925,3.526626,0.035925,3.526626,0.035925,3.526626,0.035925,3.526626,0.035925,12,12,12,0,0.27451,0.297386,0.261438,0.316993,0.251634,0.30719,0.326797,0.27451,0.254902,0.644856,0.542606,0.634184,0.585953,0.631193,0.583402,0.574129,0.499369,0.638765,0.05618,0.152329,0.264467,0.119594,0.182386,0.026204,0.153808,0.075728,0.141748
43,0.605955,0.012606,60.595523,2788,39.404477,1813,1,2,58,4601,0,0,57,1,1.724138,0,0,98.275862,1.724138,6.15077,15.193998,240.853699,11.181776,0.005444,0.076274,5.248586,1.590982,283.289285,606.347851,1478.710081,31.048562,0.064794,0.316958,50.587946,5.84818,0.102852,0.444055,127.208539,9.72062,0.244131,0.843745,298.680578,13.640256,0.96736,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.214953,0.073897,0.075418,0.098022,0.203869,0.071289,0.095197,0.084982,0.073897,0.760611,0.936672,0.929179,0.898915,0.937312,0.963944,0.902256,0.952615,0.971524,0.525488,0.845108,0.841229,0.794083,0.60239,0.85043,0.801421,0.820888,0.844296
47,0.344371,0.039735,34.437086,52,32.450331,49,2,3,6,151,0,0,3,3,33.333333,0,0,50,50,16.538631,8.914484,-0.700582,0.447382,8.10596,6.825779,-1.16803,-0.008203,27.86755,12.893758,-0.392929,0.858641,8.10596,6.825779,-1.16803,-0.008203,13.642384,7.023914,-0.540786,0.491706,27.86755,12.893758,-0.392929,0.858641,1.584521,26.9177,10.223547,0.660678,0.058865,0.615611,0.055715,0.705746,0.062015,0.615611,0.055715,0.660678,0.058865,0.705746,0.062015,2,2,2,0,0.675497,0.437086,0.556291,0.390728,0.470199,0.410596,0.344371,0.443709,0.463576,0.511799,0.705448,0.57993,0.715592,0.667325,0.675674,0.75868,0.688197,0.676979,-0.011161,0.345333,0.160445,0.41365,0.296522,0.385373,0.483421,0.335632,0.305884
48,0.544554,0.046205,54.455446,165,0,0,3,5,14,303,7,7,6,8,21.428571,2.310231,0.165017,42.857143,57.142857,97.269182,17.242572,1.057415,0.591295,0.674497,0.938202,-0.561074,-0.533862,246.264026,51.830751,4.387221,1.261339,0.948327,1.105357,-0.208011,-0.284311,92.99505,13.310122,0.546713,0.922455,173.801155,30.136559,2.233236,1.197716,0.994265,9.155639,9.307447,1.119346,0.108596,0.606111,0.000566,1.739437,0.212749,0.900903,0.024075,1.087937,0.116834,1.295491,0.204599,4,2,2.714286,0.755929,0.287129,0.250825,0.221122,0.240924,0.168317,0.194719,0.273927,0.217822,0.181518,0.699649,0.751845,0.774638,0.743149,0.901493,0.85892,0.722614,0.822991,0.899713,0.421489,0.490711,0.549677,0.515157,0.659258,0.607237,0.449392,0.553994,0.631216
49,0.653445,0.010438,65.344468,626,34.655532,332,1,2,10,958,0,0,0,10,10,0,0,0,100,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.930954,49.450451,80.697486,1.538037,0.018826,1.470628,0.007005,1.56478,0.087187,1.528146,0.007005,1.528146,0.013557,1.56478,0.013557,3,3,3,0,0.300626,0.15762,0.020877,0.011482,0.302714,0.14405,0.19833,0.175365,0.017745,0.663223,0.883274,0.967243,0.999524,0.741854,0.910038,0.800192,0.874136,0.993379,0.339968,0.645208,0.95351,0.974522,0.281844,0.670285,0.565174,0.593842,0.960399
50,0.639456,0.047619,63.945578,188,0,0,3,5,14,294,293,782,6,8,21.428571,99.659864,18.999028,42.857143,57.142857,95.162434,19.599081,1.030483,0.554279,0,0,-0.6084,-0.282327,250.848708,67.657711,4.444799,1.538288,0.439541,0.681486,-0.544219,-0.135326,90.205074,12.71919,0.38163,0.366615,167.059447,34.60674,2.690749,1.451678,0.943134,7.574448,6.544495,0.939404,0.124515,0.535918,0.000449,1.682983,0.275366,0.602293,0.009696,0.849261,0.059125,1.146946,0.253934,4,2,2.714286,0.755929,0.20068,0.207483,0.22449,0.227891,0.159864,0.170068,0.204082,0.231293,0.163265,0.721121,0.7362,0.736,0.743451,0.902951,0.883544,0.778156,0.792603,0.919829,0.547078,0.537664,0.505,0.506786,0.649698,0.626562,0.553734,0.49,0.642987
52,0.555556,0.051852,55.555556,150,44.444444,120,1,2,14,270,0,0,13,1,7.142857,0,0,92.857143,7.142857,46.03604,8.439217,0.079436,0.4238,0.148148,0.355906,-1.994292,-0.872258,249.659259,51.686237,4.754441,1.977215,0.674074,0.542671,-1.453609,-0.343115,1.585185,0.997891,-0.323176,0.539128,92.888889,13.485337,1.278453,1.18794,0.991076,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.292593,0.222222,0.222222,0.27037,0.148148,0.240741,0.266667,0.2,0.159259,0.689,0.79,0.797639,0.728333,0.896611,0.838111,0.726667,0.835,0.891333,0.406015,0.546218,0.55,0.454772,0.698997,0.508816,0.456376,0.590219,0.676151
53,0.257683,0.022459,25.768322,218,23.522459,199,0,4,19,846,0,0,18,1,0,0,0,94.736842,5.263158,117.634949,22.770839,5.106058,1.039115,6.377069,2.592138,-0.98217,-0.225806,439.911348,176.692614,57.951801,6.762369,35.84604,6.168387,-0.786029,0.253803,87.88357,8.061363,-0.449151,0.497065,178.183806,31.68275,0.152378,0.787437,1.999067,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.598109,0.27896,0.352246,0.304965,0.550827,0.257683,0.300236,0.321513,0.21513,0.649024,0.853686,0.831236,0.796227,0.769514,0.908884,0.799537,0.873502,0.93386,0.20961,0.627992,0.529964,0.593263,0.271191,0.656283,0.599647,0.571322,0.713051
54,0.793548,0.129032,79.354839,123,20.645161,32,14,2,20,155,75,167,6,14,70,48.387097,5.387097,30,70,49.919415,29.743965,4.241651,1.264262,1.427517,0.651523,-0.600023,-0.12024,105.325397,89.65089,13.408746,3.136466,3.219829,1.071993,-0.269839,-0.013655,51.526136,17.720561,1.514835,0.847188,90.751879,61.043804,10.680654,2.923938,0.734645,14.19991,16.33341,0.89676,0.051736,0.479139,0.000289,1.279854,0.127519,0.735852,0.012204,0.965527,0.036607,1.034122,0.085518,2,2,2,0,0.283871,0.193548,0.174194,0.2,0.174194,0.16129,0.2,0.180645,0.154839,0.712652,0.66654,0.698171,0.677464,0.874746,0.887195,0.735764,0.680386,0.832825,0.020396,0.349104,0.406635,0.36768,0.508168,0.501992,0.36768,0.282882,0.479283
55,0.613793,0.03908,61.37931,267,38.62069,168,17,2,17,435,203,392,0,17,100,46.666667,5.300879,0,100,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.962308,4.07265,4.078873,1.200064,0.236285,1.087794,0.000006,1.390572,0.718147,1.130508,0.109154,1.176359,0.21152,1.264356,0.34046,2,2,2,0,0.043678,0.034483,0.041379,0.073563,0.098851,0.048276,0.055172,0.043678,0.03908,0.952403,0.966869,0.955825,0.964977,0.972467,0.989143,0.973044,0.977517,0.987883,0.908778,0.927507,0.913104,0.846195,0.794895,0.898286,0.883112,0.908377,0.917296
57,0.641026,0.099715,64.102564,225,35.897436,126,1,2,35,351,0,0,34,1,2.857143,0,0,97.142857,2.857143,0.247697,0.510421,0.319756,-0.564051,-0.071187,0,-0.685063,-2.517962,0.891738,0.652828,4.337284,0.112004,0.006222,0.494277,-0.209772,-0.877599,0.25902,0.517185,-0.010947,-0.440232,0.397301,0.572584,0.549486,0.011511,0.941829,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.193732,0.102564,0.108262,0.139601,0.173789,0.091168,0.168091,0.119658,0.119658,0.741446,0.894092,0.882381,0.810564,0.933474,0.938113,0.816508,0.896914,0.904268,0.52609,0.773183,0.761429,0.676923,0.639382,0.797665,0.634123,0.737247,0.727636
58,0.3384,0.0082,33.84,1692,33.06,1653,0,3,41,5000,0,0,40,1,0,0,0,97.560976,2.439024,0.899488,1.271116,-0.197981,0.035454,-0.025552,0.976453,-0.680037,-0.271922,3.322468,2.032674,0.148628,0.271928,-0.000989,0.999687,-0.48617,-0.02425,0.031811,1.01387,-0.052965,0.016409,2.00251,1.657087,0.01753,0.084559,1.584879,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.431,0.242,0.211,0.2606,0.1998,0.2054,0.2758,0.2398,0.1326,0.704847,0.830852,0.884837,0.80448,0.955802,0.933336,0.793071,0.905957,0.970775,0.35595,0.636995,0.683565,0.609096,0.700821,0.691956,0.586266,0.640351,0.801128
59,0.333333,0.033333,33.333333,50,33.333333,50,0,3,5,150,0,0,4,1,0,0,0,80,20,3.463667,0.94731,-0.780578,0.066477,1.198667,0.433594,-1.406057,-0.270805,5.843333,1.76442,0.219834,0.329599,1.6625,0.515986,-1.391129,-0.229003,3.406333,0.795613,-0.968044,0.103558,5.322167,1.530332,0.017439,0.324877,1.584963,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.333333,0.04,0.053333,0.06,0.04,0.086667,0.046667,0.053333,0.04,0.833333,0.9714,0.968767,0.9566,0.993867,0.981,0.965,0.975133,0.9972,0.5,0.94,0.92,0.91,0.94,0.87,0.93,0.92,0.94
145,0.427789,0.000181,42.778863,23655,22.705078,12555,3,3,10,55296,0,0,0,10,30,0,0,0,100,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.5394,57.559047,44.123767,1.206822,0.026745,0.397788,0.002228,1.867726,0.067535,0.660501,0.007011,1.458623,0.027904,1.724438,0.041692,4,2,3.111111,0.927961,0.551125,0.478353,0.528754,0.488607,0.512153,0.479275,0.489475,0.47951,0.494448,0.574023,0.691924,0.568023,0.679751,0.672999,0.701497,0.675947,0.694939,0.688443,0.152603,0.255697,0.113348,0.241414,0.223082,0.260135,0.240627,0.256126,0.225133
219,0.575455,0.000199,57.545463,26075,42.454537,19237,1,2,9,45312,0,0,7,2,11.111111,0,0,77.777778,22.222222,0.344182,0.160418,1029.03407,12.617556,0.003467,0.010213,-1.318161,-0.165807,0.500526,0.340308,7046.840898,78.683534,0.057868,0.039991,-1.201082,-0.097735,0.425418,0.153373,-0.086761,0.159526,0.5,0.294756,158.50623,9.072861,0.983509,392.122369,1118.282403,2.80735,0.002508,2.80735,0.002508,2.80735,0.002508,2.80735,0.002508,2.80735,0.002508,2.80735,0.002508,7,7,7,0,0.242607,0.099311,0.148151,0.206568,0.270392,0.154573,0.119836,0.121999,0.23912,0.731024,0.922901,0.868453,0.787521,0.78915,0.907958,0.877647,0.928364,0.827229,0.483968,0.796743,0.694593,0.577133,0.406335,0.682181,0.754803,0.750136,0.497999
2065,0.247788,0.053097,24.778761,84,0,0,14,22,18,339,207,225,0,18,77.777778,61.061947,3.687316,0,100,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3.64374,19.463748,3.349847,0.81432,0.187206,0.145069,0.020367,1.759001,0.462975,0.523001,0.084377,0.843447,0.184258,0.974282,0.262587,3,2,2.176471,0.392953,0.710914,0.59292,0.628319,0.60177,0.522124,0.542773,0.631268,0.60472,0.542773,0.650159,0.701764,0.646761,0.732208,0.834197,0.803535,0.673177,0.73056,0.816828,0.152016,0.315041,0.230473,0.318841,0.40805,0.380754,0.289753,0.29301,0.37589
2067,0.978328,0.040248,97.832817,316,2.167183,7,7,2,13,323,0,0,0,13,53.846154,0,0,0,100,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.150727,11.432448,75.458555,1.008042,0.013184,0.183563,0.00171,2.381311,0.028291,0.483708,0.004233,0.693038,0.01122,1.609066,0.024301,6,2,3.166667,1.527525,0.021672,0.021672,0.024768,0.040248,0.06192,0.024768,0.040248,0.021672,0.021672,0.458409,0.413201,0.469485,0.643083,0.831374,0.689873,0.549503,0.413201,0.5,0,0,-0.005447,-0.020413,0.140271,-0.005447,0.112825,0,0
2068,0.99531,0.012195,99.530957,1061,0.093809,1,4,3,13,1066,0,0,0,13,30.769231,0,0,0,100,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.046423,4.946758,99.229424,0.940598,0.009384,-0,0,2.361956,0.019054,0.250549,0.002551,0.784692,0.00701,1.583196,0.017063,8,1,3.75,2.22077,0.00469,0.00469,0.00469,0.007505,0.023452,0.005629,0.007505,0.00469,0.00469,0.807914,0.498871,0.498871,0.920119,0.972984,0.93571,0.696138,0.498871,0.5,0,0,0,-0.003176,0.213145,-0.000939,-0.003176,0,0
2071,0.760718,0.000307,76.071823,37155,23.928177,11687,2,2,15,48842,3620,6465,2,13,13.333333,7.411654,0.882437,13.333333,86.666667,94837.106343,52803.298198,3.341202,0.561161,10.078089,2.570973,0.625484,-0.316512,189664.134597,105604.025423,6.05692,1.438833,10.078089,2.570973,0.625484,-0.316512,94837.106343,52803.298198,3.341202,0.561161,189664.134597,105604.025423,6.05692,1.438833,0.793844,11.813423,23.452959,1.643201,0.067198,0.360679,0.008187,3.522477,0.165423,0.825529,0.016286,1.710291,0.065273,2.247418,0.091068,41,2,9.916667,10.578351,0.239282,0.149052,0.170325,0.202121,0.175873,0.150096,0.193522,0.155604,0.144466,0.758335,0.873694,0.74211,0.723596,0.901775,0.89778,0.750494,0.879357,0.910946,0,0.559661,0.498823,0.443758,0.55988,0.567742,0.460448,0.544472,0.575619
2073,0.311995,0.006065,31.199461,463,0.336927,5,0,10,9,1484,0,0,8,1,0,0,0,88.888889,11.111111,0.381197,0.096664,28.539096,2.908902,0.0075,0.048351,0.451147,-1.789226,0.504717,0.137299,105.305714,10.263033,0.264939,0.062268,0.810045,-0.061504,0.499909,0.09658,5.007482,1.023153,0.500099,0.133804,78.068811,8.2119,2.490418,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.592992,0.444744,0.423181,0.49124,0.421833,0.43531,0.497305,0.42655,0.412399,0.632316,0.721191,0.775867,0.676166,0.815949,0.800399,0.676542,0.786347,0.824531,0.185208,0.423705,0.443357,0.366568,0.454637,0.436594,0.363529,0.443389,0.460435
2074,0.238103,0.005754,23.810264,1531,9.720062,625,0,6,37,6430,0,0,36,1,0,0,0,97.297297,2.702703,-0.000556,1.000022,-0.155373,0.040448,-0.000863,0.999639,-0.92037,-0.673802,-0.000126,1.000288,1.275394,0.919209,-0.000744,0.999948,-0.839998,-0.516935,-0.000598,1.000005,-0.480799,-0.039963,-0.000357,1.000195,0.848782,0.674236,2.483362,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.562053,0.134059,0.136236,0.095179,0.204977,0.179316,0.150855,0.137481,0.13888,0.70417,0.925811,0.954589,0.943066,0.961037,0.968943,0.908981,0.961905,0.980767,0.269831,0.834334,0.831361,0.882735,0.749318,0.780562,0.813972,0.829643,0.827579
2075,0.164951,0.002155,16.495092,689,0,0,0,29,9,4177,0,0,7,2,0,0,0,77.777778,22.222222,0.382703,0.174618,11.015158,0.620072,0.139516,0.041827,-0.047564,-0.639567,0.828742,0.490389,75.914202,3.127319,0.180594,0.09924,-0.025764,-0.608906,0.359367,0.120093,0.081737,0.591569,0.523992,0.221963,0.592115,0.718754,3.602007,15.394222,5.759042,1.58151,0.233984,1.58151,0.233984,1.58151,0.233984,1.58151,0.233984,1.58151,0.233984,1.58151,0.233984,3,3,3,0,0.789801,0.795786,0.804166,0.796265,0.761791,0.759157,0.795308,0.737371,0.730429,0.637596,0.589314,0.570421,0.555866,0.71,0.710746,0.555857,0.71727,0.76876,0.081457,0.108077,0.047574,0.109665,0.139985,0.138805,0.111249,0.160945,0.163613
2078,0.771845,0.021845,77.184466,318,0.242718,1,1,7,9,412,49,96,4,5,11.111111,11.893204,2.588997,44.444444,55.555556,297.929902,227.478594,5.217279,1.109143,6.637577,0.878112,-0.301759,-0.997404,1035.674448,768.353304,12.684108,3.055596,13.546918,3.690426,0.274363,-0.596293,74.703791,70.34148,4.243383,1.18919,805.538997,608.403876,11.13409,2.734532,1.112088,13.904824,16.293816,1.383134,0.079979,0.668473,0.021741,1.998002,0.16712,0.761044,0.022099,1.433032,0.065526,1.955328,0.15231,7,2,4.25,2.217356,0.228155,0.245146,0.25,0.349515,0.283981,0.228155,0.342233,0.228155,0.228155,0.502935,0.53733,0.505051,0.543779,0.642045,0.656785,0.574242,0.573847,0.585488,0.055415,0.054552,-0.007359,0.076132,0.15198,0.184244,0.106758,0.069128,0.067267
2079,0.290761,0.027174,29.076087,214,14.266304,105,0,5,20,736,95,448,14,6,0,12.907609,3.043478,70,30,390.086829,172.610816,62.34149,2.544568,-2.584239,0.493188,-1.884661,-0.695001,2054.739369,1551.779819,728.946178,27.035504,2.882909,0.778503,-0.505048,-0.394892,6.249603,1.3466,0.412438,0.110894,403.002717,80.617601,1.339193,0.9523,2.262084,5.933468,8.08253,3.462636,0.381241,2.581064,0.246503,4.237364,0.427533,2.908861,0.323312,3.475982,0.407652,4.009738,0.425965,27,8,15.4,7.127412,0.501359,0.383152,0.38587,0.486413,0.445652,0.461957,0.455163,0.552989,0.341033,0.749331,0.823949,0.846003,0.699781,0.856479,0.805049,0.719815,0.721643,0.902232,0.308105,0.503556,0.500207,0.380487,0.429788,0.402042,0.418751,0.279173,0.561676
2142,0.655896,0.000254,65.589595,25820,34.410405,13546,1,2,10,39366,0,0,9,1,10,0,0,90,10,3.128645,2.748796,1.635927,1.471056,1.591809,1.706766,-0.734656,0.601001,4.394013,3.619992,12.390103,3.519546,2.860908,2.321397,-0.272743,1.058005,3.203657,2.872543,0.115058,1.23499,3.453297,3.054491,1.48681,1.597143,0.928692,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.079256,0.019001,0.018188,0.021694,0.045013,0.01575,0.022304,0.020449,0.020957,0.901792,0.98527,0.986254,0.979838,0.987303,0.998164,0.974839,0.993238,0.997693,0.821168,0.957973,0.959739,0.951913,0.902646,0.965165,0.950544,0.954808,0.953545
2272,0.591549,0.887324,59.15493,42,2.816901,2,0,6,63,71,0,0,62,1,0,0,0,98.412698,1.587302,56.081664,315.431811,11.75258,1.667508,-29.001508,0.001124,-1.630925,-5.714591,1409.61548,11382.795766,65.042254,8.188793,0.454673,0.215163,-0.510743,-0.279762,0.761307,1.262284,0.077519,0.619998,7.357537,16.678955,9.983509,2.473117,1.787066,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.422535,0.422535,0.352113,0.450704,0.478873,0.309859,0.492958,0.408451,0.352113,0.543442,0.675043,0.571262,0.613841,0.632294,0.718079,0.609137,0.556003,0.69516,0.027397,0.257322,0.243715,0.267569,0.210595,0.434058,0.242609,0.12569,0.355015
2273,0.675676,0.851351,67.567568,50,4.054054,3,0,4,63,74,0,0,62,1,0,0,0,98.412698,1.587302,54.721148,309.369701,12.209776,1.699849,-26.743249,0.001101,-1.62603,-5.795608,1353.66904,11149.820069,68.040541,8.36983,0.447764,0.214804,-0.524063,-0.221409,0.754234,1.248613,-0.032519,0.587621,7.831277,16.582389,9.123754,2.525248,1.31003,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.310811,0.405405,0.364865,0.472973,0.445946,0.337838,0.472973,0.364865,0.418919,0.631269,0.597917,0.54981,0.522379,0.629346,0.68455,0.58379,0.52321,0.552696,0.220696,0.120444,0.085165,0.028507,0.233762,0.296578,0.123816,0.045389,0.035324
2274,0.608108,0.851351,60.810811,45,6.756757,5,0,4,63,74,0,0,62,1,0,0,0,98.412698,1.587302,54.721148,309.369701,12.209776,1.699849,-26.743249,0.001101,-1.62603,-5.795608,1353.66904,11149.820069,68.040541,8.36983,0.447764,0.214804,-0.524063,-0.221409,0.754234,1.248613,-0.032519,0.587621,7.831277,16.582389,9.123754,2.525248,1.543706,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.378378,0.486486,0.364865,0.405405,0.459459,0.378378,0.513514,0.418919,0.337838,0.600311,0.604103,0.587889,0.637652,0.664883,0.638741,0.521553,0.557707,0.686689,0.123149,0.18557,0.254478,0.310345,0.229403,0.316848,0.078335,0.067859,0.364043
2275,0.72973,0.851351,72.972973,54,4.054054,3,0,4,63,74,0,0,62,1,0,0,0,98.412698,1.587302,54.721148,309.369701,12.209776,1.699849,-26.743249,0.001101,-1.62603,-5.795608,1353.66904,11149.820069,68.040541,8.36983,0.447764,0.214804,-0.524063,-0.221409,0.754234,1.248613,-0.032519,0.587621,7.831277,16.582389,9.123754,2.525248,1.23583,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.189189,0.189189,0.216216,0.121622,0.22973,0.121622,0.202703,0.256757,0.121622,0.648418,0.74569,0.775241,0.812336,0.769362,0.811628,0.79931,0.71179,0.886818,0.463212,0.530159,0.467386,0.693229,0.476705,0.706349,0.571097,0.321756,0.699051
